context,question,answer,url
"Shopee owners set a record of revenue thanks to e -commerce nudity The SEA multidisciplinary group has just made a new impression in the first 3 months of 2024, thanks to e -commerce segment to set a new record for revenue and number of orders. In the first 3 months of the year, e -commerce tycoon and online games recorded net revenue of 3.73 billion USD, up 23% over the same period. According to the segment, the revenue of Shopee e -commerce increased by 31% to a record of US $ 2.95 billion, along with the highest number of orders",How much revenue did Shopee's e-commerce segment generate in the first three months of 2024?,$2.95 billion.,https://vietstock.vn/2024/05/chu-so-huu-shopee-lap-ky-luc-doanh-thu-nho-cu-huych-thuong-mai-dien-tu-773-1189914.htm
"SHB president's family members ""reached"" nearly 26 million shares According to the transaction report, Ms. Do Thi Minh Nguyet sold a successful agreement of 25.7 million shares of Saigon - Hanoi Commercial Joint Stock Bank (HOSE: SHB) in the period of 08-09/5/2024. This is the entire share of Ms. Nguyet held in SHB (0.71%).After the transaction, Ms. Nguyet is no longer a shareholder of the bank. SHB stock price movements from the beginning of 2024 to May 15, 2024 In the two sessions of 08-09/05, SHB shares recorded the trading volume agreed more than 28.2 million shares, worth about 340",How many shares did Ms. Do Thi Minh Nguyet sell in SHB?,25.7 million shares.,https://vietstock.vn/2024/05/nguoi-nha-chu-tich-shb-da-sang-tay-gan-26-trieu-cp-739-1190124.htm
"President Do Quang Vinh: SHS aims to be in the top 10 brokerage market share At the 2024 Annual General Meeting of Saigon - Hanoi Securities Joint Stock Company (HNX: SHS) on the afternoon of May 15, Chairman Do Quang Vinh said the top 10 brokerage market share is the goal of this year's company. Mr. Do Quang Vinh - Chairman of the Board of Directors of SHS The Chairman said SHS is expanding, promoting all the internal resources and potential, has exploited derivative issues, tries to aim for a versatile securities company (securities companies).Give customers the best product.He believes",What is SHS aiming for in terms of brokerage market share according to President Do Quang Vinh?,Top 10.,https://vietstock.vn/2024/05/chu-tich-do-quang-vinh-shs-dat-muc-tieu-vao-top-10-thi-phan-moi-gioi-737-1190819.htm
"(ĐTCK) Saigon - Hanoi Securities Joint Stock Company (SHS) has just updated and added materials for the General Meeting of Shareholders (Shareholders) of the 2024 annual expected to be held on May 15 in Hanoi in Hanoi. Accordingly, the Board of Directors of SHS supplemented the presentation of shareholders through the plan to issue 899.5 million shares to increase the charter capital. Specifically, the company will issue 40.6 million shares to pay dividends in 2023 with a rate of 5%, capital from profit after tax in 2023, with a total issuance value at the face value of 406.6billions dong. Next,",When is SHS's 2024 annual General Meeting of Shareholders expected to be held?,May 15.,https://www.tinnhanhchungkhoan.vn/chung-khoan-shs-muon-tang-von-dieu-le-len-hon-17000-ty-dong-post345116.html
"SJC gold price deceleration SJC gold price lost momentum after directing the Government's gold market inspection. Last week (06-10/5/2024), SJC gold price increased as stormy, consecutively set up historical peaks in just a few hours.The ""alone market"" of gold bars helped this precious metal value increase nearly 7 million/tael after a week, at the end of May 10 at 90.1-92.4 million dong/tael (buy-buy)..At the same time, pushing the difference with the world gold widening nearly 4 million, to more than 19 million VND/tael. Facing the hot increase of the gold bar market, Deputy Prime Minister Le Minh Khai urgently directed",By how much did the SJC gold price value increase in just one week in May 2024?,Nearly 7 million VND/tael.,https://vietstock.vn/2024/05/gia-vang-sjc-giam-toc-759-1189412.htm
"The plan to go backward, Khanh Hoa bird's nest is expected to export to China to reach 250 billion Forecasting many difficulties in the immediate future, SKV - owner of Khanh Hoa Salanganes'Nest Salanganes'Nest plans for 2024 net profit decreased by 27%, the ratio of dividends in cash also decreased to 22.4%.Meanwhile, the company strongly poured additional capital for projects. The net profit plan went back 27% The 2024 Annual General Meeting of Khanh Hoa Salanganes'Nest beverage Joint Stock Company (UPCoM: SKV) approved the revenue plan of VND 1,700 billion and net profit of VND 76 billion, down 20% and",What is the net profit plan for Khanh Hoa Salanganes'Nest in 2024?,VND 76 billion.,https://vietstock.vn/2024/05/ke-hoach-lai-di-lui-yen-sao-khanh-hoa-du-tinh-xuat-khau-sang-trung-quoc-dat-250-ty-dong-737-1190018.htm
"SSI wants to borrow VND 12.3 trillion at BIDV The Board of Directors of SSI Securities Joint Stock Company (HOSE: SSI) has just approved the short -term credit limit of VND 12,300 billion (nearly 484 million USD) at Vietnam Investment and Development Commercial Joint Stock Bank (BIDV, HOSE: BID). The Board of Directors of SSI also approved the use of collaterals under the ownership of the company's legitimate use and//branch to ensure all the obligations of the company arising at the bank. At the same time, authorize the Hanoi Branch to represent SSI to sign credit contracts, security contracts and",How much does SSI want to borrow from BIDV?,VND 12.3 trillion.,https://vietstock.vn/2024/05/ssi-muon-vay-han-muc-123-ngan-ty-dong-tai-bidv-737-1189505.htm
"Tan Cang Logistics is about to dividend in 22%, net profit in the first quarter increased by 13% Tan Cang Van Cang Joint Stock Company (UPCoM: TCW) announced the closing of dividends in 2023 in cash, 22%.The unpaid day trading date is May 20, 2024. With nearly 20 million shares in circulation and the implementation rate is 22%, equivalent to a shareholder who owns 1 share receiving VND 2,200, it is estimated that businesses need to spend nearly VND 44 billion to complete the payment of this dividend.Expected implementation time May 29, 2024. By the end of March 2024, Saigon",What percentage dividend is Tan Cang Logistics planning to pay for 2023?,22%.,https://vietstock.vn/2024/05/kho-van-tan-cang-sap-chia-co-tuc-ty-le-22-lai-rong-quy-1-tang-13-737-1190154.htm
"(ĐTCK) Loans are VND 1,576.6 billion, Binh Duong Business and Development Joint Stock Company (Code TDC - HOSE) is granted a loan limit of VND 700 billion at BIDV Bank. Binh Duong Business and Development Company through short -term, medium -term loans, guarantees, L/C opened, overdrafts and other forms of credit granting at Vietnam Investment and Development Commercial Joint Stock Bank in Vietnam(BIDV) - Binh Duong Branch to supplement working capital for regular production and business activities and invest in projects. In particular, the short -term loan limit and the guarantee of the period 2024 - 2025 is 700 billion,",What is the loan limit granted to Binh Duong Business and Development Joint Stock Company at BIDV Bank?,VND 700 billion.,https://www.tinnhanhchungkhoan.vn/kinh-doanh-va-phat-trien-binh-duong-tdc-muon-vay-them-700-ty-dong-tu-ngan-hang-de-bo-sung-von-kinh-doanh-post345224.html
"TIG General Meeting of Shareholders: The plan increased by 24%, issued an additional 282 million shares to increase capital At the 2024 annual shareholder meeting of Thang Long Investment Group Joint Stock Company (HNX: TIG) on May 13, the Congress approved a 24% profit plan compared to 2023.More than 282 million shares through 3 options are dividends, issued to existing shareholders, and private offering. TIG said that in 2023, witnessing the economic situation and the real estate industry face many fluctuations, with risks of geopolitical, macro policies ... the situation of investors selling losses and discounts takes place.With high frequency.According",What was the approved profit plan increase for TIG in 2024 compared to 2023?,24%.,https://vietstock.vn/2024/05/dhdcd-tig-ke-hoach-lai-tang-24-phat-hanh-them-282-trieu-cp-de-tang-von-737-1189747.htm
"Why is Thien Nam Group's stock transferred to control? According to the Official Letter on May 7, Ho Chi Minh Stock Exchange (HOSE) made a decision to transfer TNA shares of Thien Nam Import Export Trading Joint Stock Company (Thien Nam Group or Tenimex) from a warning area to control.. The reason is that TNA has delayed the settlement of the 2023 audit financial statements beyond the time limit, in case the securities are controlled as prescribed. Explanation from TNA, the business said that on April 9, 2024 sent a dispatch on the extension of the announcement of the 2023",Why were Thien Nam Group’s TNA shares transferred to control on HOSE?,Due to delayed settlement of the 2023 audit financial statements.,https://vietstock.vn/2024/05/tai-sao-co-phieu-thien-nam-group-bi-chuyen-sang-dien-kiem-soat-830-1191120.htm
"(ĐTCK) Some banks have moved to raise deposit interest rates.Increasing mobilization interest rates will put pressure on lending interest rates in the near future. Interbank interest rates increased sharply in the last week of April 2024 in most terms.However, the peaceful message of the Fed in the May meeting along with the USD sales activities of the State Bank to adjust the exchange rate contribute to cooling the exchange rate in the early days of May. The mobilization and lending interest rates are still kept at a relatively low level.Specifically, the 12 -month mobilization interest rate of some large commercial",What effect might increasing mobilization interest rates have on lending interest rates in the near future?,It will put pressure on lending interest rates.,https://www.tinnhanhchungkhoan.vn/tps-kha-nang-lai-suat-cho-vay-tang-trong-2-3-thang-toi-la-rat-cao-post345353.html
"(ĐTCK) Leaders of Thanh Thanh Construction Investment and Development Joint Stock Company (Truong Thanh Group, Code TTA - HOSE) sells 2 million shares, reducing ownership in 5.34% of charter capital. Mr. Tran Huy Thieu, a member of the Board of Directors, has just sold 2 million TTA shares, reducing ownership from 6.52%, in 5.34% of charter capital, transactions are carried out from April 25 to May 16. According to research, from January 15, 2021 to April 26, 2023, Mr. Thieu used to hold the position of TTA's Chairman.After Mr. Thieu resigned, Ms. Nguyen Thi Ngoc was elected to the Chairman","How much ownership did Mr. Tran Huy Thieu have in TTA after selling 2 million shares?

", 5.34%.,https://www.tinnhanhchungkhoan.vn/truong-thanh-group-tta-lanh-dao-vua-ban-ra-2-trieu-co-phieu-post345431.html
"General Director Vinatrans resigned because the working environment was too unstable Ms. Le Hoang Nhu Uyen, Member of the Board of Directors cum General Director of Vietnam Foreign Trade Foreign Trade Delivery Joint Stock Company (Vinatrans, UPCOM: Vin), has a resignation for work reasons for the working environment too much instability. General Director Vinatrans Le Hoang Nhu Uyen Ms. Uyen said she was satisfied and made a great honor to work at Vinatrans for more than 28 years.Especially in the past 3 years, Vietnam Steel Corporation - JSC (VNSTEEL, UPCoM: TVN), the parent company owns more than 95% of Vinatrans",Why did Ms. Le Hoang Nhu Uyen resign as General Director of Vinatrans?,Due to an unstable working environment.,https://vietstock.vn/2024/05/tong-giam-doc-vinatrans-xin-nghi-vi-moi-truong-lam-viec-qua-nhieu-bat-on-214-1190832.htm
